# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
dk10794	Classic Card Games (Russia)
slpm87259	Rockman 4 - Aratanaru Yabou!! (Japan)
slpm87261	Gensou Suiko Gaiden Vol. 1 - Harmonia no Kenshi (Japan)
slpm87262	Gensou Suiko Gaiden Vol. 2 - Crystal Valley no Kettou (Japan)
slpm87268	Rockman 5 - Blues no Wana! (Japan)
slpm87269	Rockman 6 - Shijou Saidai no Tatakai!! (Japan)
slpm87270	Arcade Hits - Wolf Fang - Kuuga 2001 (Japan)
slpm87275	Taikou Risshiden III (Japan) (Rev 1)
slpm87281	SuperLite 1500 Series - Carnage Heart EZ (Easy Zapping) (Japan)
slpm87282	SuperLite 1500 Series - A Ressha de Ikou Z - Mezase! Tairiku Oudan (Japan)
slpm87283	SuperLite 1500 Series - Neo Atlas II (Japan)
slpm87284	Azito (Japan) (Major Wave)
slpm87285	Game of Life, The - DX Jinsei Game IV (Japan) (Rev 1)
slpm87286	GeGeGe no Kitarou - Gyakushuu! Youma Daikessen (Japan)
slpm87287	Tennis no Oujisama (Japan)
slpm87290	Policenauts (Japan) (Disc 1)
slpm872900	Policenauts (Japan) (Disc 1)
slpm87291	Policenauts (Japan) (Disc 2)
slpm872911	Policenauts (Japan) (Disc 2)
slpm87296	Tennis no Oujisama - Sweat & Tears (Japan) (Rev 1)
slpm87297	Wizardry Empire II - Oujo no Isan (Japan)
slpm87315	Rockman X4 (Japan)
slpm87316	Oshigoto-shiki Jinsei Game - Mezase Shokugyou King (Japan)
slpm87317	Front Mission 1st (Japan)
slpm87323	Gradius Gaiden (Japan) (Rev 1)
slpm87324	Metal Gear Solid - Integral (Japan, Asia) (En,Ja) (Disc 1)
slpm873240	Metal Gear Solid - Integral (Japan, Asia) (En,Ja) (Disc 1)
slpm87325	Metal Gear Solid - Integral (Japan, Asia) (En,Ja) (Disc 2)
slpm873251	Metal Gear Solid - Integral (Japan, Asia) (En,Ja) (Disc 2)
slpm87326	Metal Gear Solid - Integral (Japan, Asia) (Disc 3) (VR-Disc)
slpm873262	Metal Gear Solid - Integral (Japan, Asia) (Disc 3) (VR-Disc)
slpm87328	Akumajou Dracula X - Gekka no Yasoukyoku (Japan) (Rev 2)
slpm87329	Gokujou Parodius Da! Deluxe Pack (Japan)
slpm87330	Front Mission 1st (Japan) (Front Mission History)
slpm87331	Front Mission 2 (Japan) (Front Mission History)
slpm87332	Front Mission 3 (Japan)
slpm87333	Growlanser (Japan) (Disc 1)
slpm873330	Growlanser (Japan) (Disc 1)
slpm87334	Growlanser (Japan) (Disc 2)
slpm873341	Growlanser (Japan) (Disc 2)
slpm87341	Croket! Kindan no Kinka Box! (Japan)
slpm87342	GeGeGe no Kitarou - Gyakushuu! Youma Daikessen (Japan)
slpm87346	Dai-2-kai! Quiz Darake no Jinsei Game (Japan)
slpm87347	Momotarou Dentetsu V (Japan) (Rev 2)
slpm87351	Harukanaru Toki no Naka de - Banjou Yuugi (Japan)
slpm87352	Dragon Quest VII - Eden no Senshitachi (Japan) (Disc 1) (Rev 1)
slpm873520	Dragon Quest VII - Eden no Senshitachi (Japan) (Disc 1) (Rev 1)
slpm87353	Dragon Quest VII - Eden no Senshitachi (Japan) (Disc 2) (Rev 1)
slpm873531	Dragon Quest VII - Eden no Senshitachi (Japan) (Disc 2) (Rev 1)
slpm87354	Valkyrie Profile (Japan) (Disc 1) (Rev 1)
slpm873540	Valkyrie Profile (Japan) (Disc 1) (Rev 1)
slpm87355	Valkyrie Profile (Japan) (Disc 2) (Rev 1)
slpm873551	Valkyrie Profile (Japan) (Disc 2) (Rev 1)
slpm87357	Star Ocean - The Second Story (Japan) (Disc 1) (Rev 1)
slpm873570	Star Ocean - The Second Story (Japan) (Disc 1) (Rev 1)
slpm87358	Star Ocean - The Second Story (Japan) (Disc 2) (Rev 1)
slpm873581	Star Ocean - The Second Story (Japan) (Disc 2) (Rev 1)
slpm87361	Harukanaru Toki no Naka de - Banjou Yuugi (Japan) (Premium Box)
slpm87362	Capcom Generation - Dai-3-shuu Koko ni Rekishi Hajimaru (Japan)
slpm87364	Bomberman Land (Japan) (Rev 2)
slpm87365	Capcom Generation - Dai-5-shuu Kakutoukatachi (Japan)
slpm87372	Valkyrie Profile (Japan) (Disc 1) (Rev 1)
slpm873720	Valkyrie Profile (Japan) (Disc 1) (Rev 1)
slpm87373	Valkyrie Profile (Japan) (Disc 2) (Rev 1)
slpm873731	Valkyrie Profile (Japan) (Disc 2) (Rev 1)
slpm87374	Chrono Trigger (Japan)
slpm87375	SaGa Frontier (Japan, Asia)
slpm87377	Dragon Quest IV - Michibikareshi Monotachi (Japan)
slpm87378	Dragon Quest VII - Eden no Senshitachi (Japan) (Disc 1) (Rev 1)
slpm873780	Dragon Quest VII - Eden no Senshitachi (Japan) (Disc 1) (Rev 1)
slpm87379	Dragon Quest VII - Eden no Senshitachi (Japan) (Disc 2) (Rev 1)
slpm873791	Dragon Quest VII - Eden no Senshitachi (Japan) (Disc 2) (Rev 1)
slpm87380	Final Fantasy VII International (Japan) (Disc 1)
slpm873800	Final Fantasy VII International (Japan) (Disc 1)
slpm87381	Final Fantasy VII International (Japan) (Disc 2)
slpm873811	Final Fantasy VII International (Japan) (Disc 2)
slpm87382	Final Fantasy VII International (Japan) (Disc 3)
slpm873822	Final Fantasy VII International (Japan) (Disc 3)
slpm87383	Final Fantasy VII International (Japan) (Disc 4) (Perfect Guide)
slpm873833	Final Fantasy VII International (Japan) (Disc 4) (Perfect Guide)
slpm87384	Final Fantasy VIII (Japan, Asia) (Disc 1)
slpm873840	Final Fantasy VIII (Japan, Asia) (Disc 1)
slpm87385	Final Fantasy VIII (Japan, Asia) (Disc 2)
slpm873851	Final Fantasy VIII (Japan, Asia) (Disc 2)
slpm87386	Final Fantasy VIII (Japan, Asia) (Disc 3)
slpm873862	Final Fantasy VIII (Japan, Asia) (Disc 3)
slpm87387	Final Fantasy VIII (Japan, Asia) (Disc 4)
slpm873873	Final Fantasy VIII (Japan, Asia) (Disc 4)
slpm87388	Final Fantasy IX (Japan, Asia) (Disc 1)
slpm873880	Final Fantasy IX (Japan, Asia) (Disc 1)
slpm87389	Final Fantasy IX (Japan, Asia) (Disc 2)
slpm873891	Final Fantasy IX (Japan, Asia) (Disc 2)
slpm87390	Final Fantasy IX (Japan, Asia) (Disc 3)
slpm873902	Final Fantasy IX (Japan, Asia) (Disc 3)
slpm87391	Final Fantasy IX (Japan, Asia) (Disc 4)
slpm873913	Final Fantasy IX (Japan, Asia) (Disc 4)
slpm87392	Final Fantasy Tactics (Japan) (Rev 1)
slpm87393	Vagrant Story (Japan, Asia)
slpm87394	Seiken Densetsu - Legend of Mana (Japan, Asia)
slpm87395	Chrono Cross (Japan, Asia) (Disc 1)
slpm873950	Chrono Cross (Japan, Asia) (Disc 1)
slpm87396	Chrono Cross (Japan, Asia) (Disc 2)
slpm873961	Chrono Cross (Japan, Asia) (Disc 2)
slpm87397	Front Mission 2 (Japan) (Front Mission History)
slpm87398	Front Mission Alternative (Japan)
slpm87399	Front Mission 3 (Japan)
slpm87400	Tenchi o Kurau II - Sekiheki no Tatakai (Japan)
slpm87401	Strider Hiryuu 1 & 2 (Japan) (Disc 1) (Strider Hiryuu)
slpm874010	Strider Hiryuu 1 & 2 (Japan) (Disc 1) (Strider Hiryuu)
slpm87402	DewPrism (Japan, Asia)
slpm87403	Bushido Blade (Japan)
slpm87405	Tobal No. 1 (Japan)
slpm87406	Tobal 2 (Japan) (Rev 1)
slpm87408	Super Pang Collection (Japan)
slpm87409	Rockman (Japan)
slpm87410	Rockman 2 - Dr. Wily no Nazo (Japan)
slpm87411	Metal Gear Solid (Japan) (Disc 1) (Ichi)
slpm874110	Metal Gear Solid (Japan) (Disc 1) (Ichi)
slpm87412	Metal Gear Solid (Japan) (Disc 2) (Ni)
slpm874121	Metal Gear Solid (Japan) (Disc 2) (Ni)
slpm87413	Metal Gear Solid (Japan) (Disc 1) (Ichi)
slpm874130	Metal Gear Solid (Japan) (Disc 1) (Ichi)
slpm87414	Metal Gear Solid (Japan) (Disc 2) (Ni)
slpm874141	Metal Gear Solid (Japan) (Disc 2) (Ni)
slpm88501	MGG - Manic Game Girl (Korea)
slpm88502	Disney's Donald Duck - Goin' Quackers (Korea)
slpm88503	Rayman Rush (Korea)
slpm88504	Land Before Time, The - Great Valley Racing Adventure (Korea)
slpm88505	Casper - Friends Around the World (Korea)
slpm88507	Kids Station - Gomdori Pooh Hakseup Series - Gomdori Pooh Yuchiwon Hakseubyeohaeng (Korea) (En,Ko)
slpm88509	Mega Man X6 (Korea)
slpm88511	Kids Station - Gomdori Pooh Hakseup Series - Gomdori Pooh Sinnaneun Yuagyosil (Korea)
slpm89001	Play de Oboeru Eitango Deruderu 1700 - Center Shiken Level Taiou (Japan)
slpm89002	Play de Oboeru Eitango Deruderu 1700 - Center Shiken Level Taiou (Japan) (Shotenban)
slpm89004	Play de Oboeru Chuugaku Eitango Deruderu 1200 (Japan) (Shotenban)
slpm89005	Play de Oboeru Series - Sekaishi Keyword Deruderu 1800 (Japan) (Shotenban)
slpm89006	Play de Oboeru Series - Nihonshi Keyword Deruderu 1800 (Japan) (Shotenban)
slpm89007	Vantan Dennoh Intelligence College V-Disc - Vantan Gakkou Annai CD-ROM (Japan)
slpm89008	Play de Oboeru Eijukugo Deruderu 750 (Japan) (Shotenban)
slpm89009	Play de Oboeru Series 6 - Play de Oboeru Kanji Kentei Deruderu 1100 (Japan) (Shotenban)
slps00001	Ridge Racer (Japan)
slps00002	Gokujou Parodius Da! Deluxe Pack (Japan)
slps00003	Tama - Adventurous Ball in Giddy Labyrinth (Japan)
slps00004	A Ressha de Ikou 4 - Evolution (Japan)
slps00005	Mahjong Station Mazin (Japan)
slps00006	Nekketsu Oyako (Japan)
slps00007	Geom Cube (Japan)
slps00008	Metal Jacket (Japan)
slps00009	Cosmic Race (Japan)
slps00010	Falcata - Astran Pardma no Monshou (Japan)
slps00011	A Ressha de Ikou 4 - Evolution (Japan) (Gentei Set)
slps00012	Space Griffon VF-9 (Japan)
slps00013	Raiden Project (Japan)
slps00014	Mahjong Gokuu Tenjiku (Japan)
slps00015	TwinBee Taisen Puzzle-dama (Japan)
slps00016	Jikkyou Powerful Pro Yakyuu '95 (Japan)
slps00017	King's Field (Japan)
slps00018	Twin Goddesses (Japan)
slps00019	Kakinoki Shougi (Japan)
slps00020	Houma Hunter Lime - Special Collection Vol. 1 (Japan)
slps00021	Kikuni Masahiko Jirushi - Warau Fukei-san Pachi-Slot Hunter (Japan)
slps00022	Starblade Alpha (Japan)
slps00023	CyberSled (Japan)
slps00024	Myst (Japan)
slps00025	Toushinden (Japan)
slps00026	Rayman (Japan)
slps00027	Kileak, The Blood (Japan)
slps00028	Jigsaw World (Japan)
slps00029	Idol Janshi Suchie-Pai Limited (Japan)
slps00030	Game no Tatsujin (Japan)
slps00031	Kyuutenkai (Japan)
slps00032	Uchuu Seibutsu Flopon-kun P! (Japan)
slps00033	Boxer's Road (Japan)
slps00034	Zeitgeist (Japan)
slps00035	Mobile Suit Gundam (Japan)
slps00036	Vampire - The Night Warriors (Japan)
slps00037	Pachio-kun - Pachinko Land Daibouken (Japan)
slps00038	Nichibutsu Mahjong - Joshikou Meijinsen (Japan)
slps00039	Metamor Panic - Doki Doki Youma Busters!! (Japan)
slps00040	Tekken (Japan)
slps00041	Gussun Oyoyo (Japan)
slps00043	Mahjong Ganryuu-jima (Japan)
slps00044	Hebereke Station Popoitto (Japan)
slps00046	Universal Virtua Pachi-Slot - Hisshou Kouryakuhou (Japan)
slps00047	Missland (Japan)
slps00048	Gokuu Densetsu - Magic Beast Warriors (Japan)
slps00050	Night Striker (Japan)
slps00051	Entertainment Jansou - That's Pon! (Japan)
slps00052	Kanazawa Shougi '95 (Japan)
slps00053	Thoroughbred Breeder II Plus (Japan)
slps00054	Yaoi Jun'ichi Gokuhi Project - UFO o Oe!! (Japan)
slps00055	Cyberwar (Japan) (Disc 1)
slps000550	Cyberwar (Japan) (Disc 1)
slps00056	Cyberwar (Japan) (Disc 2)
slps000561	Cyberwar (Japan) (Disc 2)
slps00057	Cyberwar (Japan) (Disc 3)
slps000572	Cyberwar (Japan) (Disc 3)
slps00058	Ide Yousuke no Mahjong Kazoku (Japan)
slps00059	Taikyoku Shougi - Kiwame (Japan)
slps00060	Aquanaut no Kyuujitsu (Japan)
slps00061	Ace Combat (Japan)
slps00062	Hyper Formation Soccer (Japan)
slps00063	Keiba Saishou no Housoku '95 (Japan)
slps00064	Tokimeki Memorial - Forever with You (Japan) (Genteiban) (Rev 1)
slps00065	Tokimeki Memorial - Forever with You (Japan) (Rev 1)
slps00066	Kururin Pa! (Japan)
slps00067	Jikkyou Powerful Pro Yakyuu '95 - Kaimakuban (Japan)
slps00068	J.League Jikkyou Winning Eleven (Japan)
slps00069	King's Field II (Japan)
slps00070	Street Fighter - Real Battle on Film (Japan)
slps00071	3x3 Eyes - Kyuusei Koushu (Japan) (Disc 1)
slps000710	3x3 Eyes - Kyuusei Koushu (Japan) (Disc 1)
slps00072	3x3 Eyes - Kyuusei Koushu (Japan) (Disc 2)
slps000721	3x3 Eyes - Kyuusei Koushu (Japan) (Disc 2)
slps00073	Dragon Ball Z - Ultimate Battle 22 (Japan)
slps00074	Sparrow Garden - Namco Mahjong (Japan)
slps00075	World Stadium EX (Japan)
slps00077	Douga de Puzzle da! Puppukupuu (Japan)
slps00078	Gakkou no Kowai Uwasa - Hanako-san ga Kita!! (Japan)
slps00079	J.League Soccer - Prime Goal EX (Japan)
slps00079e	J.League Soccer - Prime Goal EX (Japan) (Lawson Station)
slps00080	Street Fighter II Movie (Japan) (Disc 1)
slps000800	Street Fighter II Movie (Japan) (Disc 1)
slps00081	Street Fighter II Movie (Japan) (Disc 2)
slps000811	Street Fighter II Movie (Japan) (Disc 2)
slps00082	Shichuu Suimei Pitagraph (Japan)
slps00083	Zero Divide (Japan)
slps00084	Shin Nihon Pro Wrestling - Toukon Retsuden (Japan)
slps00085	Houma Hunter Lime - Special Collection Vol. 2 (Japan)
slps00086	Kaitei Daisensou - In the Hunt (Japan)
slps00087	Perfect Golf, The (Japan)
slps00088	Ground Stroke - Advanced Tennis Game (Japan)
slps00089	Oni Taiji!!, The - Mezase! Nidaime Momotarou (Japan)
slps00090	Eisei Meijin (Japan)
slps00091	Exector (Japan)
slps00092	King of Bowling (Japan)
slps00093	Oh-chan no Oekaki Logic (Japan)
slps00094	Thunder Storm & Road Blaster (Japan) (Disc 1) (Thunder Storm)
slps000940	Thunder Storm & Road Blaster (Japan) (Disc 1) (Thunder Storm)
slps00095	Thunder Storm & Road Blaster (Japan) (Disc 2) (Road Blaster)
slps000951	Thunder Storm & Road Blaster (Japan) (Disc 2) (Road Blaster)
slps00096	Game no Tetsujin - The Shanghai (Japan)
slps00097	Gensou Suikoden (Japan)
slps00098	Ray Tracers (Japan)
slps00099	Moero!! Pro Yakyuu '95 - Double Header (Japan)
slps00100	Detana Twinbee Yahoo! Deluxe Pack (Japan)
slps00101	Universal-ki Kanzen Kaiseki - Pachi-Slot Simulator (Japan)
slps00102	Twilight Syndrome - Tansaku-hen (Japan)
slps00103	V-Tennis (Japan)
slps00104	Gouketsuji Ichizoku 2 - Chotto dake Saikyou Densetsu (Japan)
slps00105	Total Eclipse Turbo (Japan)
slps00106	Nobunaga no Yabou - Haouden (Japan)
slps00107	Namco Museum Vol. 1 (Japan)
slps00108	Darkseed (Japan)
slps00109	AI Shougi (Japan)
slps00110	Miracle World - Fushigi no Kuni no IQ Meiro (Japan)
slps00111	Night Head - The Labyrinth (Japan)
slps00112	Hissatsu Pachinko Station (Japan)
slps00113	Sotsugyou II - Neo Generation (Japan)
slps00114	Sangokushi IV (Japan)
slps00115	Kuma no Pooh-tarou - Sora wa Pink da! Zen'in Shuugou!! (Japan)
slps00116	Tadaima Wakusei Kaitaku-chuu! (Japan)
slps00117	Emit Value Pack (Japan) (En,Ja) (Disc 1) (Vol. 1 - Toki no Maigo)
slps001170	Emit Value Pack (Japan) (En,Ja) (Disc 1) (Vol. 1 - Toki no Maigo)
slps00118	Emit Value Pack (Japan) (En,Ja) (Disc 2) (Vol. 2 - Inochigake no Tabi)
slps001181	Emit Value Pack (Japan) (En,Ja) (Disc 2) (Vol. 2 - Inochigake no Tabi)
slps00119	Emit Value Pack (Japan) (En,Ja) (Disc 3) (Vol. 3 - Watashi ni Sayonara wo)
slps001192	Emit Value Pack (Japan) (En,Ja) (Disc 3) (Vol. 3 - Watashi ni Sayonara wo)
slps00120	Creature Shock (Japan) (Disc 1)
slps001200	Creature Shock (Japan) (Disc 1)
slps00121	Creature Shock (Japan) (Disc 2)
slps001211	Creature Shock (Japan) (Disc 2)
slps00122	Off-World Interceptor Extreme (Japan)
slps00123	TIZ - Tokyo Insect Zoo (Japan)
slps00124	Sento Monogatari - Sono I (Japan)
slps00125	A Ressha de Ikou 4 - Evolution Global (Japan) (En,Ja,Fr,De)
slps00127	Striker - World Cup Premiere Stage (Japan)
slps00128	Makeruna! Makendou 2 (Japan)
slps00129	Break Thru! (Japan)
slps00130	Dokiou-ki (Japan)
slps00131	Two-Ten Kaku (Japan)
slps00132	Gionbana (Japan)
slps00133	D no Shokutaku - Complete Graphics (Japan) (Disc 1)
slps001330	D no Shokutaku - Complete Graphics (Japan) (Disc 1)
slps00134	D no Shokutaku - Complete Graphics (Japan) (Disc 2)
slps001341	D no Shokutaku - Complete Graphics (Japan) (Disc 2)
slps00135	D no Shokutaku - Complete Graphics (Japan) (Disc 3)
slps001352	D no Shokutaku - Complete Graphics (Japan) (Disc 3)
slps00136	Othello World II - Yume to Michi e no Chousen (Japan)
slps00137	Suiko Enbu (Japan)
slps00138	Galaxy Fight - Universal Warriors (Japan)
slps00139	Shougi Joryuu Meijin'isen (Japan)
slps00140	Snowman, The (Japan)
slps00141	Alone in the Dark 2 (Japan)
slps00142	Senryaku Shougi (Japan)
slps00143	Reverthion (Japan)
slps00144	J. B. Harold - Blue Chicago Blues (Japan) (Disc 1)
slps001440	J. B. Harold - Blue Chicago Blues (Japan) (Disc 1)
slps00145	J. B. Harold - Blue Chicago Blues (Japan) (Disc 2)
slps001451	J. B. Harold - Blue Chicago Blues (Japan) (Disc 2)
slps00146	Keiba Saishou no Housoku '96 Vol. 1 (Japan)
slps00147	Floating Runner - 7-tsu no Suishou no Monogatari (Japan)
slps00148	Firemen 2, The - Pete & Danny (Japan)
slps00149	Puppet Zoo Pilomy (Japan) (En,Ja)
slps00150	Ridge Racer Revolution (Japan)
slps00151	Carnage Heart (Japan)
slps00152	Yaku - Yuujou Dangi (Japan)
slps00154	Snatcher (Japan)
slps00155	Game of Life, The - DX Jinsei Game (Japan)
slps00156	Sidewinder (Japan)
slps00157	Gunbird (Japan)
slps00158	Bakushou!! All Yoshimoto Quiz-ou Ketteisen DX (Japan)
slps00159	Koten Tsumego-shuu - Shijin no Maki (Japan)
slps00160	Classic Road (Japan)
slps00162	Stahlfeder - Tekkou Hikuudan (Japan)
slps00163	Angel Graffiti - Anata e no Profile (Japan)
slps00164	Tetsudou-ou '96 - Iku ze Okuman Chouja!! (Japan)
slps00165	Robo Pit (Japan)
slps00166	Chibi Maruko-chan - Maruko Enikki World (Japan)
slps00167	Race Drivin' a Go! Go! (Japan)
slps00168	Chaos Control (Japan)
slps00169	Shinri Game, The (Japan)
slps00170	Kileak, The Blood 2 - Reason in Madness (Japan)
slps00171	Hi-Octane (Japan)
slps00172	Ninkuu (Japan)
slps00173	Alnam no Kiba - Juuzoku Juuni Shinto Densetsu (Japan)
slps00174	Tokyo Dungeon (Japan)
slps00175	Theme Park (Japan)
slps00176	Street Fighter Zero (Japan)
slps00177	Thoroughbred-tachi no Eikan - The Victorious Thoroughbreds (Japan)
slps00178	Match Golf, The (Japan)
slps00179	Agile Warrior - F-111X (Japan)
slps00180	Deroon Dero Dero (Japan)
slps00181	Eko Eko Azarak - Wizard of Darkness (Japan)
slps00182	Lode Runner - The Legend Returns (Japan)
slps00183	Chou Aniki - Kyuukyoku Muteki Ginga Saikyou Otoko (Japan)
slps00184	Nichibutsu Arcade Classics (Japan)
slps00185	LifeScape - Seimei 40-okunen Haruka na Tabi (Japan) (Disc 1) (Aquasphere)
slps001850	LifeScape - Seimei 40-okunen Haruka na Tabi (Japan) (Disc 1) (Aquasphere)
slps00186	LifeScape - Seimei 40-okunen Haruka na Tabi (Japan) (Disc 2) (Landsphere)
slps001861	LifeScape - Seimei 40-okunen Haruka na Tabi (Japan) (Disc 2) (Landsphere)
slps00187	Touhaiden Akagi (Japan)
slps00188	NBA Power Dunkers (Japan)
slps00189	Winning Post EX (Japan)
slps00190	Welcome House (Japan)
slps00191	Double Dragon (Japan)
slps00192	Return to Zork (Japan) (Disc 1)
slps001920	Return to Zork (Japan) (Disc 1)
slps00193	Return to Zork (Japan) (Disc 2)
slps001931	Return to Zork (Japan) (Disc 2)
slps00194	Wizard's Harmony (Japan)
slps00195	PD Ultraman Invader (Japan)
slps00196	Dai-4-ji Super Robot Taisen S (Japan)
slps00197	Wolkenkratzer - Shinpan no Tou (Japan)
slps00198	Matsukata Hiroki no World Fishing (Japan)
slps00199	NBA Jam - Tournament Edition (Japan)
slps00200	Battle Arena Toushinden 2 (Japan)
slps00201	Magical Drop (Japan)
slps00202	Taiketsu Rumiizu! Meruhen Land (Japan)
slps00203	Tenchi o Kurau II - Sekiheki no Tatakai (Japan)
slps00205	Blockids (Japan)
slps00206	Blockids (Japan) (DX Pack)
slps00207	Ring of Sias (Japan)
slps00208	Advanced V.G. (Japan)
slps00209	Namco Museum Vol. 2 (Japan) (Gentei Box)
slps00210	Namco Museum Vol. 2 (Japan)
slps00211	Grille Logic (Japan)
slps00212	Descent (Japan)
slps00213	Game no Tatsujin 2 (Japan)
slps00214	Kyuiin (Japan)
slps00215	Policenauts (Japan) (Disc 1)
slps002150	Policenauts (Japan) (Disc 1)
slps00216	Policenauts (Japan) (Disc 2)
slps002161	Policenauts (Japan) (Disc 2)
slps00217	Ganbare Goemon - Uchuu Kaizoku Akogingu (Japan)
slps00218	Cyberia (Japan)
slps00219	Zen Nihon GT Senshuken Kai (Japan)
slps00220	CRW - Counter Revolution War (Japan)
slps00222	Bio Hazard (Japan)
slps00223	WWF WrestleMania - The Arcade Game (Japan)
slps00224	Hard Rock Cab (Japan)
slps00225	DeathMask (Japan) (Disc 1)
slps002250	DeathMask (Japan) (Disc 1)
slps00226	DeathMask (Japan) (Disc 2)
slps002261	DeathMask (Japan) (Disc 2)
slps00227	DeathMask (Japan) (Disc 3)
slps002272	DeathMask (Japan) (Disc 3)
slps00228	Private Collection - Policenauts (Japan)
slps00229	Criticom - The Critical Combat (Japan)
slps00230	CG Mukashi Banashi - Jiisan 2-do Bikkuri!! (Japan)
slps00231	Asuka 120% Special - Burning Fest. Special (Japan)
slps00232	Vehicle Cavalier (Japan)
slps00234	Taikou Risshiden II (Japan)
slps00235	Blood Factory (Japan)
slps00236	Uchuu Goushouden - Bakuretsu Akindo (Japan)
slps00237	Champion Wrestler - Jikkyou Live (Japan)
slps00238	Honkaku Mahjong - Tetsuman Special (Japan)
slps00239	PlayStadium (Japan)
slps00240	Oracle no Houseki - Jewels of the Oracle (Japan) (En,Ja,Fr,De)
slps00241	America Oudan Ultra Quiz (Japan)
slps00242	Choro Q (Japan)
slps00243	Road Rash (Japan)
slps00244	Gex (Japan)
slps00245	PGA Tour 96 (Japan)
slps00246	Slam Dragon (Japan)
slps00247	King of Stallion (Japan)
slps00248	Hyper Crazy Climber (Japan)
slps00249	Kokumeikan (Japan)
slps00250	Drift King Shutokou Battle - Tsuchiya Keiichi & Bandou Masaaki (Japan)
slps00251	Discworld (Japan)
slps00253	Shouryuu Sangoku Engi (Japan)
slps00254	Wolf Fang - Kuuga 2001 (Japan)
slps00255	Susume! Taisen Puzzle-dama (Japan)
slps00256	World Cup Golf - In Hyatt Dorado Beach (Japan)
slps00257	X-COM - Michinaru Shinryakusha (Japan)
slps00258	Revolution X - Music Is the Weapon (Japan)
slps00259	Rise 2 - Resurrection (Japan) (En,Fr,De,Es,It)
slps00260	Bishoujo Senshi Sailor Moon SuperS - Shin Shuyaku Soudatsusen (Japan) (Shokai Genteiban)
slps00261	Sotsugyou R - Graduation Real (Japan)
slps00262	Bishoujo Senshi Sailor Moon SuperS - Shin Shuyaku Soudatsusen (Japan)
slps00263	Athena no Kateiban - Family Games (Japan)
slps00264	Sankyo Fever - Jikki Simulation (Japan)
slps00266	Shanghai - Great Moments (Japan)
slps00267	Deadheat Road (Japan)
slps00268	Logic Puzzle Rainbow Town (Japan)
slps00269	Air Management '96 (Japan)
slps00270	Galaxian^3 (Japan)
slps00271	Zork I - The Great Underground Empire (Japan)
slps00272	World Soccer Winning Eleven (Japan)
slps00273	Sotsugyou - Crossworld (Japan)
slps00274	Not Treasure Hunter (Japan)
slps00275	Defcon 5 (Japan)
slps00276	Shusse Mahjong Daisettai (Japan)
slps00277	Fire Pro Wrestling - Iron Slam '96 (Japan)
slps00278	Hyper Final Match Tennis (Japan)
slps00279	C1 - Circuit (Japan)
slps00280	Mobile Suit Gundam - Version 2.0 (Japan)
slps00281	Mobile Suit Gundam - Version 2.0 (Japan) (Limited Edition)
slps00282	MeltyLancer - Ginga Shoujo Keisatsu 2086 (Japan)
slps00283	Rockman X3 (Japan)
slps00284	Puzzle Bobble 2 (Japan)
slps00285	Tokyo Shadow (Japan) (Disc 1)
slps002850	Tokyo Shadow (Japan) (Disc 1)
slps00286	Tokyo Shadow (Japan) (Disc 2)
slps002861	Tokyo Shadow (Japan) (Disc 2)
slps00287	Tokyo Shadow (Japan) (Disc 3)
slps002872	Tokyo Shadow (Japan) (Disc 3)
slps00288	Pachi Pachi Saga (Japan)
slps00290	Idol Janshi Suchie-Pai II Limited (Japan) (Disc 1)
slps002900	Idol Janshi Suchie-Pai II Limited (Japan) (Disc 1)
slps00291	Idol Janshi Suchie-Pai II Limited (Japan) (Disc 2) (Bonus Disc Part 1)
slps002911	Idol Janshi Suchie-Pai II Limited (Japan) (Disc 2) (Bonus Disc Part 1)
slps00292	Idol Janshi Suchie-Pai II Limited (Japan) (Disc 3) (Bonus Disc Part 2)
slps002922	Idol Janshi Suchie-Pai II Limited (Japan) (Disc 3) (Bonus Disc Part 2)
slps00293	Winning Post 2 (Japan)
slps00294	NuPa - Numeric Paint Puzzle (Japan)
slps00295	Mach GoGoGo (Japan)
slps00296	Killing Zone (Japan)
slps00297	Actua Soccer (Japan)
slps00298	Actua Golf (Japan)
slps00299	Daisenryaku - Player's Spirit (Japan)
slps00300	Tekken 2 (Japan)
slps00301	J.League Virtual Stadium '96 (Japan)
slps00302	Unstack (Japan)
slps00303	Gradius Deluxe Pack (Japan)
slps00304	Noel - Not Digital (Japan) (Disc 1)
slps003040	Noel - Not Digital (Japan) (Disc 1)
slps00305	Noel - Not Digital (Japan) (Disc 2)
slps003051	Noel - Not Digital (Japan) (Disc 2)
slps00306	Angel Graffiti - Anata e no Profile (Japan)
slps00307	Sonic Wings Special (Japan)
slps00308	Doom (Japan)
slps00309	Sangokushi Eiketsuden (Japan)
slps00310	Captain Tsubasa J - Get in the Tomorrow (Japan)
slps00311	Circuit Beat (Japan)
slps00312	Space Adventure Cobra - The Shooting (Japan)
slps00313	Mezase! Senkyuu-ou (Japan)
slps00314	Novastorm (Japan) (Disc 1)
slps003140	Novastorm (Japan) (Disc 1)
slps00315	Novastorm (Japan) (Disc 2)
slps003151	Novastorm (Japan) (Disc 2)
slps00316	Noel - Not Digital (Japan) (Disc 1)
slps003160	Noel - Not Digital (Japan) (Disc 1)
